kontakt-ew-erfolgt-nein,Nein,no
korrosionsschutz-beschichtung,Beschichtung,Rivestimento
korrosionsschutz-doppelmanteltank,Doppelmanteltank,Serbatoio a doppio mantello
korrosionsschutz-kathodenschutz,Kathodenschutz,Protezione catodica
kulturobjekt-ja,Ja,sì
kulturobjekt-nein,Nein,no
lage-abgasanlage-anderes,Anderes,Altro
lage-abgasanlage-fassade,Abgasanlage an der Fassade,Impianto di evacuazione dei gas sulla facciata
lage-abgasanlage-im-gebaeude,Abgasanlage im Gebäude,Impianto di evacuazione dei gas nell'edificio
lage-der-solaranlage-dach,Auf dem Dach,Sul tetto
lage-der-solaranlage-dach-und-fassade,Auf dem Dach und an der Fassade,Sul tetto e sulla facciata
lage-der-solaranlage-fassade,An der Fassade,Sulla facciata
lage-des-vorhabens-korrekt-ja,Ja,sì
lage-des-vorhabens-korrekt-nein,Nein,no
lageranlagen-gewaesserschutzbereich-au,Aᵤ,Settori di protezione delle acque Aᵤ
lageranlagen-gewaesserschutzbereich-nicht-betroffen,Nicht betroffen,Non interessato
lageranlagen-grundwasserschutzzone-nicht-betroffen,Nicht betroffen,Non interessato
lageranlagen-grundwasserschutzzone-s1,S1,S1
lageranlagen-grundwasserschutzzone-s2,S2,S2
lageranlagen-grundwasserschutzzone-s3,S3,S3
lageranlagen-grundwasserschutzzone-sh,Sh,Sh
lageranlagen-grundwasserschutzzone-sm,Sm,Sm
lagergut-ableitung-der-abgase-andere,Andere,Altro
lagergut-ableitung-der-abgase-benzin,Benzin,Benzina
lagergut-ableitung-der-abgase-biogas,Biogas,Biogas
lagergut-ableitung-der-abgase-dieseloel,Dieselöl,Olio diesel
lagergut-ableitung-der-abgase-feste-brennstoffe,Feste Brennstoffe,Combustibili solidi
lagergut-ableitung-der-abgase-fluessiggas,Flüssiggas,Gas liquefatto
lagergut-ableitung-der-abgase-heizoel,Heizöl,Olio da riscaldamento
lagergut-andere,Andere,Altro
lagergut-diesel,Diesel,Diesel
lagergut-heizoel,Heizöl,Olio da riscaldamento
landwirtschaftliches-vorhaben-ja,Ja,sì
landwirtschaftliches-vorhaben-nein,Nein,no
lastvorgaben-genuegen-ja,Ja,sì
lastvorgaben-genuegen-nein,Nein,no
laufhof-in-guellegrube-entwaessert-ja,Ja,sì
laufhof-in-guellegrube-entwaessert-nein,Nein,no
laufhof-laenger-als-2-stunden-ja,Ja,sì
laufhof-laenger-als-2-stunden-nein,Nein,no
magermotor-bhkw-ja,Ja,sì
magermotor-bhkw-nein,Nein,no
massnahmen-gegen-ausbreitung-fluessiggas-nicht-notwendig,Nicht notwendig,Non necessarie
massnahmen-gegen-ausbreitung-fluessiggas-notwendig,Notwendig,Necessarie
massnahmen-gegen-mechanische-beschaedigung-nicht-notwendig,Nicht notwendig,Non necessarie
massnahmen-gegen-mechanische-beschaedigung-notwendig,Notwendig,Necessarie
massnahmen-gegen-unterfeuern-gefaelle,≥ 2% Gefälle,≥ 2% pendenza
massnahmen-gegen-unterfeuern-keine,Keine,nessuno
massnahmen-gegen-waermeeinwirkung-eingehalten-keine-weiteren-massnahmen-notwendig,"Eingehalten, keine weiteren Massnahmen notwendig","Rispettate, nessuna ulteriore misura necessaria"
massnahmen-gegen-waermeeinwirkung-verkuerzt-durch-folgende-massnahmen,Verkürzt durch folgende Massnahmen,Ridotte tramite le misure seguenti
materialablagerung-beschreibung-abtransport-von-material,Abtransport von Material,Asporto di materiale
materialablagerung-beschreibung-landwirtschaftliche-bewirtschaftungsverbesserung,Landwirtschaftliche Bewirtschaftungsverbesserung,Miglioramento della gestione agricola
materialablagerung-beschreibung-zufuhr-von-schuettmaterial,Zufuhr von Schüttmaterial,Apporto di materiale di riempimento
materialaufbereitung-keine-aufbereitung,Keine Aufbereitung,Nessun trattamento
materialaufbereitung-nassaufbereitung,Nassaufbereitung,Trattamento a umido
materialaufbereitung-trockenaufbereitung,Trockenaufbereitung,Trattamento a secco
materialgewinnung-grube,Aus einer Grube,Da una fossa
materialgewinnung-oberflaechengewaesser,Aus einem Oberflächengewässer,Da acque superficiali
materialgewinnung-steinbruch,Aus einem Steinbruch,Da una cava
material-guellebehaelter-anderes,Anderes,Altro
material-guellebehaelter-beton,Beton,Calcestruzzo
material-guellelager-anderes,Anderes,Altro
material-guellelager-beton,Beton,Calcestruzzo
mehr-als-2000-quadratmeter-boden-beansprucht-ja,Ja,sì
mehr-als-2000-quadratmeter-boden-beansprucht-nein,Nein,no
mehr-als-50-arbeitsplaetze-ja,Ja,sì
mehr-als-50-arbeitsplaetze-nein,Nein,no
mehr-als-vier-wohneinheiten-ja,Ja,sì
mehr-als-vier-wohneinheiten-nein,Nein,no
mehrgeschossige-wohnung-ja,Ja,sì
mehrgeschossige-wohnung-nein,Nein,no
messbericht-ja,Messbericht,Rapporto di misurazione
minderungstechnik-ja,Ja,sì
minderungstechnik-nein,Nein,no
mistlager-in-guellegrube-entwaessert-ja,Ja,sì
mistlager-in-guellegrube-entwaessert-nein,Nein,no
mistlager-neubau-oder-erweiterung-erweiterung-umbau,Erweiterung / Umbau,Ampliamento / trasformazione
mistlager-neubau-oder-erweiterung-neubau,Neubau,Nuova costruzione
mistlager-ueberdacht-ja,Ja,sì
mistlager-ueberdacht-nein,Nein,no
mistwasser-laufhof-in-umgebung-abflussrinne,Abflussrinne mit Entwässerung in Güllegrube,Canale di deflusso con smaltimento nella fossa per il colaticcio
mistwasser-laufhof-in-umgebung-gefaelle,Gefälle in Richtung Schacht / Abfluss / Güllegrube,Pendenza verso pozzo / scarico / fossa per il colaticcio
mistwasser-laufhof-in-umgebung-spaltenboden,Spaltenboden,Pavimento a griglia
mistwasser-laufhof-in-umgebung-ueber-die-schulter,Entwässerung über die Schulter in den aktiven Oberboden,Smaltimento oltre la spalla nello strato superiore attivo
mistwasser-laufhof-in-umgebung-umrandung,Umrandung / Aufbordung / Kleine Mauer,Bordo / bordatura / muretto
montageart-flach-an-fassade,Flach an die Fassade,Piano sulla facciata
montageart-pylone,Freistehender Pylone,Colonne isolate
montageart-rechtwinklig-an-fassade,Rechtwinklig an die Fassade,Ad angolo retto sulla facciata
montageart-ueber-dach,Montage über Dach,Montaggio sul tetto
motoren-und-chassisreinigungen-mit-chemikalien-ja,Ja,sì
motoren-und-chassisreinigungen-mit-chemikalien-nein,Nein,no
muessen-ufervegetation-hecken-feldgehoelze-entfernt-werden-ja,Ja,sì
muessen-ufervegetation-hecken-feldgehoelze-entfernt-werden-nein,Nein,no
muessen-ufervegetation-hecken-oder-feldgehoelze-entfernt-werden-ja,Ja,sì
muessen-ufervegetation-hecken-oder-feldgehoelze-entfernt-werden-nein,Nein,no
nachbarschaftsgefaehrdung-gross,Gross,Grande
nachbarschaftsgefaehrdung-klein,Klein,Piccolo
nachbarschaftsgefaehrdung-mittel,Mittel,Medio
neben-kulturobjekt-ja,Ja,sì
neben-kulturobjekt-nein,Nein,no
netzgebunden-ja,Ja,sì
netzgebunden-nein,"Nein, Inselanlage","No, impianto a isola"
neue-oder-bestehende-anlage-alt-bestehend,Alt bestehend (Sanierung),Vecchio esistente (risanamento)
neue-oder-bestehende-anlage-neue-anlage,Neue Anlage,Nuovo impianto
neue-oder-bestehende-lagerung-alt-bestehend,Alt bestehend (bauliche Veränderung oder geänderte Lagermenge),Vecchio esistente (modifica edilizia o cambiamento della capacità di stoccaggio)
neue-oder-bestehende-lagerung-neue-lagerung,Neue Lagerung,Nuovo stoccaggio
neuer-auslauf-beim-stall-ja,Ja,sì
neuer-auslauf-beim-stall-nein,Nein,no
nichtforstliche-kleinbaute-ja,Ja,sì
nichtforstliche-kleinbaute-nein,Nein,no
noga-code-bekannt-ja,Ja,sì
noga-code-bekannt-nein,Nein,no
normierter-brennstoff-diesel,Diesel,Diesel
normierter-brennstoff-erdgas,Erdgas,Gas naturale
normierter-brennstoff-fluessiggas,Flüssiggas,Gas liquefatto
normierter-brennstoff-heizoel-euro-extra-leicht,Heizöl Euro extra leicht,Olio da riscaldamento extra leggero
normierter-brennstoff-oeko-heizoel,Öko-Heizöl,Olio combustibile ecologico
normierter-fossiler-brennstoff-andere,Andere,Altro
normierter-fossiler-brennstoff-diesel,Diesel,Diesel
normierter-fossiler-brennstoff-erdgas,Erdgas,Gas naturale
normierter-fossiler-brennstoff-fluessiggas,Flüssiggas,Gas liquefatto
normierter-fossiler-brennstoff-oeko-heizoel,Öko-Heizöl,Olio combustibile ecologico
nutzungszweck-der-gewerblichen-baute-andere,Andere,Altro
nutzungszweck-der-gewerblichen-baute-gastronomie,Gastronomie,Ristorazione
nutzungszweck-der-gewerblichen-baute-hotel,Hotel,Albergo
nutzungszweck-landwirtschaft-alpwirtschaftlicher-betrieb,Alpwirtschaftlicher Betrieb,Azienda alpestre
nutzungszweck-landwirtschaft-andere,Andere,Altro
nutzungszweck-landwirtschaft-aufbereitungsraum,"Aufbereitungs-, bzw. Lagerraum für den Obst-, Wein- und Gartenbau","Locale per i preparativi e l'immagazzinamento in ambito frutticolo, viticolo e del giardinaggio"
nutzungszweck-landwirtschaft-bienenhaus,Bienenhaus,Alveare
nutzungszweck-landwirtschaft-gastronomie,Gastronomie,Ristorazione
nutzungszweck-landwirtschaft-grossviehstall,Grossviehstall,Stalla per bestiame grosso
nutzungszweck-landwirtschaft-heustall,Heustall,Fienile
nutzungszweck-landwirtschaft-hofduengeranlage,Hofdüngeranlage,Impianto per il deposito di concimi aziendali
nutzungszweck-landwirtschaft-hotel,Hotel,Albergo
nutzungszweck-landwirtschaft-kleinviehstall,Kleinviehstall,Stalla per bestiame minuto
nutzungszweck-landwirtschaft-nutzungszweck-der-baute-alpwirtschaftlicher-betrieb,Alpwirtschaftlicher Betrieb,Azienda alpestre
nutzungszweck-landwirtschaft-nutzungszweck-der-baute-andere,Andere,Altro
nutzungszweck-landwirtschaft-nutzungszweck-der-baute-aufbereitungsraum,"Aufbereitungs-, bzw. Lagerraum für den Obst-, Wein- und Gartenbau","Locale per i preparativi e l'immagazzinamento in ambito frutticolo, viticolo e del giardinaggio"
nutzungszweck-landwirtschaft-nutzungszweck-der-baute-bienenhaus,Bienenhaus,Alveare
nutzungszweck-landwirtschaft-nutzungszweck-der-baute-gastronomie,Gastronomie,Ristorazione
nutzungszweck-landwirtschaft-nutzungszweck-der-baute-grossviehstall,Grossviehstall,Stalla per bestiame grosso
nutzungszweck-landwirtschaft-nutzungszweck-der-baute-heustall,Heustall,Fienile
nutzungszweck-landwirtschaft-nutzungszweck-der-baute-hofduengeranlage,Hofdüngeranlage,Impianto per il deposito di concimi aziendali
nutzungszweck-landwirtschaft-nutzungszweck-der-baute-hotel,Hotel,Albergo
nutzungszweck-landwirtschaft-nutzungszweck-der-baute-kleinviehstall,Kleinviehstall,Stalla per bestiame minuto
nutzungszweck-landwirtschaft-nutzungszweck-der-baute-remise,Remise,Rimessa
nutzungszweck-landwirtschaft-remise,Remise,Rimessa
objekt-der-denkmalpflege-ja,Ja,sì
objekt-der-denkmalpflege-nein,Nein,no
ort-der-entlueftung-oben,Oben,Sopra
ort-der-entlueftung-unten,Unten,Sotto
partikelfilter-ja,Ja,sì
partikelfilter-nein,Nein,no
platzierung-der-anlage-andere,Andere,Altro
platzierung-der-anlage-erdverlegt,Erdverlegt,Posa interrata
platzierung-der-anlage-im-gebaeude,Im Gebäude,Nell'edificio
problematische-holzabfaelle-beschichtungen,Beschichtungen (PVC-halogenorganische Verbindungen),Rivestimenti (PVC - composti organici alogenati)
problematische-holzabfaelle-druckimpraegniertes-holz,"Druckimprägniertes Holz (wie Zäune, Pfähle, Bahnschwellen etc.)","Legno impregnato (come recinzioni, pali, traversine ferroviarie, ecc.)"
problematische-holzabfaelle-uebrige-verbundwerkstoffe,"Übrige Verbundwerkstoffe (wie Fenster, Türen etc.)","Altro materiale composito (come finestre, porte, ecc.)"
projektplaene-ja,"Projektpläne (Situationsplan, Grundriss, Ansichten, Schnitt etc.)","Piani di progetto (piano di situazione, pianta, viste, sezioni, ecc.)"
proposal-abbruch,Abbruch,Demolizione
proposal-neubau,Neubau,Nuova costruzione
proposal-umbau,Umbau,Trasformazione
pruefung-ausnuetzungsziffer-korrekt,Korrekt,Corretto
pruefung-ausnuetzungsziffer-nicht-beurteilbar,Nicht beurteilbar / Nachforderung erforderlich,Non valutabile / necessario chiedere precisazioni
pruefung-ausnuetzungsziffer-nicht-korrekt,Nicht korrekt,Non corretto
pruefung-ausnuetzungsziffer-nicht-relevant,Nicht relevant,Non rilevante
pruefung-bauabstaende-korrekt,Korrekt,Corretto
pruefung-bauabstaende-nicht-beurteilbar,Nicht beurteilbar / Nachforderung erforderlich,Non valutabile / necessario chiedere precisazioni
pruefung-bauabstaende-nicht-korrekt,Nicht korrekt,Non corretto
pruefung-bauabstaende-nicht-relevant,Nicht relevant,Non rilevante
pruefung-gebaeudehoehen-korrekt,Korrekt,Corretto
pruefung-gebaeudehoehen-nicht-beurteilbar,Nicht beurteilbar / Nachforderung erforderlich,Non valutabile / necessario chiedere precisazioni
pruefung-gebaeudehoehen-nicht-korrekt,Nicht korrekt,Non corretto
pruefung-gebaeudehoehen-nicht-relevant,Nicht relevant,Non rilevante
pruefung-weitere-materielle-pruefung-korrekt,Korrekt,Corretto
pruefung-weitere-materielle-pruefung-nicht-beurteilbar,Nicht beurteilbar / Nachforderung erforderlich,Non valutabile / necessario chiedere precisazioni
pruefung-weitere-materielle-pruefung-nicht-korrekt,Nicht korrekt,Non corretto
pruefung-weitere-materielle-pruefung-nicht-relevant,Nicht relevant,Non rilevante
pruefung-zonenkonformitaet-korrekt,Korrekt,Corretto
pruefung-zonenkonformitaet-nicht-beurteilbar,Nicht beurteilbar / Nachforderung erforderlich,Non valutabile / necessario chiedere precisazioni
pruefung-zonenkonformitaet-nicht-korrekt,Nicht korrekt,Non corretto
pruefung-zonenkonformitaet-nicht-relevant,Nicht relevant,Non rilevante
qualitaetssicherungsstufe-qss-qss-1,QSS 1,GGQ 1
qualitaetssicherungsstufe-qss-qss-2,QSS 2,QSS 2
qualitaetssicherungsstufe-qss-qss-3,QSS 3,QSS 3
qualitaetssicherungsstufe-qss-qss-4,QSS 4,QSS 4
raumlueftung-automatische-gas-absperrarmatur,Automatische Gas-Absperrarmatur ausserhalb des Aufstellungsraumes,Valvola automatica di intercettazione del gas fuori dal locale di installazione
raumlueftung-gasmeldeanlage,Gasmeldeanlage,Impianto di rilevazione di gas
raumlueftung-heizungsraumzugang-direkt-vom-freien,"Heizungsraumzugang direkt vom Freien (über 600 kW im 2. UG, über 1200 kW im 1. UG oder EG)","Accesso al locale riscaldamento direttamente dall'esterno (oltre 600 kW al 2° PI, oltre 1200 kW al 1° PI o al PT)"
raumlueftung-kuenstliche-entlueftung,Künstliche Entlüftung,Ventilazione artificiale
raumlueftung-natuerliche-entlueftung,Natürliche Lüftung,Ventilazione naturale
recyclingprodukt-rc-asphaltgranulat,RC-Asphaltgranulat,RC-Granulato d'asfalto
recyclingprodukt-rc-betongranulat,RC-Betongranulat,RC-Granulato da calcestruzzo
recyclingprodukt-rc-mischabbruchgranulat,RC-Mischabbruchgranulat,RC-Granulato misto da demolizione
recyclingprodukt-weitere,Weitere,Altre
reflexionsarm-ja,Ja,sì
reflexionsarm-nein,Nein,no
restholz-aus-holzverarbeitung-ausschliesslich-mechanisch,Ausschliesslich mechanisch bearbeitete Abschnitte aus Massivholz,Parti in legno massiccio ricavate esclusivamente con procedimenti meccanici
restholz-aus-holzverarbeitung-einwegpalettten,Einwegpalettten aus Massivholz,Pallet monouso in legno massiccio
restholz-aus-holzverarbeitung-spanplatten,"Spanplatten, verleimtes oder lackiertes Holz","Pannelli di truciolato, legno incollato o laccato"
resultate-der-geforderten-bodenuntersuchung-ja,Resultate der geforderten Bodenuntersuchung,Risultati dell'analisi del suolo richiesta
rodung-ja,Ja,sì
rodung-nein,Nein,no
rodungsgesuchsformular-ja,Rodungsgesuch inkl. den darin aufgeführten Beilagen,Domanda di dissodamento incl. gli allegati indicati
rueckgabeart-andere,Andere,Altro
rueckgabeart-einleitung-oberflaechengewaesser,Einleitung Oberflächengewässer,Immissione in acque di superficie
rueckgabeart-rueckgabebrunnen,Rückgabebrunnen,Pozzo di resa
rueckgabeart-sickerschacht-galerie,Sickerschacht/-galerie,Pozzo/galleria di infiltrazione
rueckhaltebehaelter-ja,Ja,sì
rueckhaltebehaelter-nein,Nein,no
russbrandbestaendig-abgasanlage-ja,Ja,sì
russbrandbestaendig-abgasanlage-nein,Nein,no
russpartikelfilter-bhkw-ja,Ja,sì
russpartikelfilter-bhkw-nein,Nein,no
russpartikelfilter-ja,Ja,sì
russpartikelfilter-nein,Nein,no
russsack-abgasanlage-ja,Ja,sì
russsack-abgasanlage-nein,Nein,no
schalldaempfer-bhkw-ja,Ja,sì
schalldaempfer-bhkw-nein,Nein,no
schalldaempfer-ja,Ja,sì
schalldaempfer-nein,Nein,no
schraegdach-tragwerksnormen-ja,Ja,sì
schraegdach-tragwerksnormen-nein,Nein,no
schutzraumplaene-ja,"Schutzraumpläne (Massstab 1:50, mit Grundriss und Schnitt)",Piani dei rifugi (pianta e sezione in scala 1:50)
sicherheitsdatenblatt-ja,Sicherheitsdatenblatt,Scheda di dati di sicurezza
siedlungsabfaelle-kuechenabfaelle,Küchenabfälle,Rifiuti di cucina
siedlungsabfaelle-papier-und-karton,Papier und Karton,Carta e cartone
siedlungsabfaelle-plastik-und-verpackungen,Plastik und Verpackungen,Plastica e imballaggi
sind-folgende-anlagen-betroffen-alternativenergien,Alternativenergien,Energie alternative
sind-folgende-anlagen-betroffen-brennstofflager,Brennstofflager,Serbatoio di stoccaggio di combustibili
sind-folgende-anlagen-betroffen-einzelfeuerungen,"Einzelfeuerung für feste Brennstoffe und Öl (Cheminéeöfen, Cheminées, Kochherde etc.)","Impianto di combustione singolo per combustibili solidi e olio (caminetti, camini, fornelli, ecc.)"
sind-folgende-anlagen-betroffen-einzelfeuerung-fuer-fluessig-oder-erdgas,Einzelfeuerung für Flüssig- oder Erdgas,Impianto di combustione singolo per gas liquefatto o gas naturale
sind-folgende-anlagen-betroffen-ortsfeste-fluessiggasbehaelter,Ortsfeste Flüssiggasbehälter,Serbatoi fissi per gas liquefatto
sind-folgende-anlagen-betroffen-tankstellen,Tankstellen,Stazioni di servizio
sind-folgende-anlagen-betroffen-waermepumpe,Wärmepumpe,Pompa di calore
sind-folgende-anlagen-betroffen-zentralheizung,"Zentralheizung (flüssige, feste oder gasförmige Brennstoffe)","Riscaldamento centrale (combustibili liquidi, solidi o gassosi)"
sind-vertragsflaechen-gemaess-oeqv-betroffen-ja,Ja,sì
sind-vertragsflaechen-gemaess-oeqv-betroffen-nein,Nein,no
solarpflicht-ja,Ja,sì
solarpflicht-nein,Nein,no
spezifikation-altbau,Lageranlage in Altbau,Impianto di deposito in un vecchio edificio
spezifikation-erweiterung,Erweiterung der Lageranlage,Ampliamento dell'impianto di deposito
spezifikation-neubau,Lageranlage in Neubau,Impianto di deposito in una nuova costruzione
staendige-wasserfuehrung-ja,Ja,sì
staendige-wasserfuehrung-nein,Nein,no
standort-der-lageranlage-in-altbau,In Altbau,In un vecchio edificio
standort-der-lageranlage-in-neubau,In Neubau,In una nuova costruzione
standort-kernzone-ja,Ja,sì
standort-kernzone-nein,Nein,no
standort-solaranlage-am-gebaeude,Anlage am Gebäude (Fassade),Impianto sull'edificio (facciata)
standort-solaranlage-aufdach,Aufdach Anlage,Impianto su tetto
standort-solaranlage-aufgestaendert,Aufgeständerte Anlage (Flachdach),Impianto rialzato (tetto piano)
standort-solaranlage-indach,Indach Anlage,Impianto integrato
standort-solaranlage-neben-gebaeude,Anlage neben Gebäude,Impianto accanto all'edificio
steinhaufen-oder-trockenmauern-ja,Ja,sì
steinhaufen-oder-trockenmauern-nein,Nein,no
stelldach-brennbar,Brennbar,infiammabile
stelldach-nicht-brennbar,Nicht brennbar,non infiammabile
stockwerktyp-obergeschoss,Obergeschoss,Piano superiore
stockwerktyp-parterre,Parterre inkl. Hochparterre,Pianterreno incl. piano terra rialzato
stockwerktyp-untergeschoss,Untergeschoss,Piano interrato
taetigkeit-des-betriebs-abbau-und-verarbeitung-von-steinen-und-erden-andere,Andere,Altro
taetigkeit-des-betriebs-abbau-und-verarbeitung-von-steinen-und-erden-anlage-zur-materialaufbereitung,Anlage zur Materialaufbereitung,Impianto per il trattamento di materiale
taetigkeit-des-betriebs-abbau-und-verarbeitung-von-steinen-und-erden-kieswerk,Kieswerk,Cava di ghiaia
taetigkeit-des-betriebs-abbau-und-verarbeitung-von-steinen-und-erden-steinbruch,Steinbruch,Cava di pietra
taetigkeit-des-betriebs-abbau-und-verarbeitung-von-steinen-und-erden-zement-kalk-gipswerk,"Zement-, Kalk-, Gipswerk","Cementificio, calcificio e gessificio"
taetigkeit-des-betriebs-abbau-und-verarbeitung-von-steinen-und-erden-ziegelei,Ziegelei,Fabbrica di laterizi
taetigkeit-des-betriebs-baugewerbe-ablaugerei,Ablaugerei,Impresa di decapaggio
taetigkeit-des-betriebs-baugewerbe-andere,Andere,Altro
taetigkeit-des-betriebs-baugewerbe-hoch-tiefbau,"Hoch-, Tiefbau",Edilizia / genio civile
taetigkeit-des-betriebs-baugewerbe-maler-gipserbetrieb,Maler-/Gipserbetrieb,Impresa di pittura/gessatura
taetigkeit-des-betriebs-dienstleistungen-andere,Andere,Altro
taetigkeit-des-betriebs-dienstleistungen-gastgewerbe,Gastgewerbe,Settore della ristorazione
taetigkeit-des-betriebs-dienstleistungen-reparaturwerkstaette-fuer-andere-fahrzeuge-oder-maschinen,Reparaturwerkstätte für andere Fahrzeuge oder Maschinen,Officina per la riparazione di altri veicoli a motore o altre macchine
taetigkeit-des-betriebs-dienstleistungen-reparaturwerkstaette-fuer-autos,Reparaturwerkstätte für Autos,Autofficina
taetigkeit-des-betriebs-dienstleistungen-spital,Spital,Ospedale
taetigkeit-des-betriebs-dienstleistungen-spritzwerke,Spritzwerke,Officine per la verniciatura a spruzzo
taetigkeit-des-betriebs-dienstleistungen-tankreinigung,Tankreinigung,Pulizia cisterne
taetigkeit-des-betriebs-dienstleistungen-textilreinigung,Textilreinigung,Pulitura a secco
taetigkeit-des-betriebs-handel-anlagen-fuer-den-umschlag-staubender-gueter,Anlagen für den Umschlag staubender Güter,Impianti per il trasbordo di merci polverose
taetigkeit-des-betriebs-handel-anlagen-zum-handel-mit-heizoel-diesel-benzin-oder-fluessiggas,"Anlagen zum Handel mit Heizöl, Diesel, Benzin oder Flüssiggas","Stabilimenti per il commercio di olio da riscaldamento, diesel, benzina o di gas liquefatto"
taetigkeit-des-betriebs-handel-tankstelle,Tankstelle,Stazione di servizio
taetigkeit-des-betriebs-holzverarbeitung-beiz-und-polierwerkstaette,Beiz- und Polierwerkstätte,Officine di decapaggio e di politura
taetigkeit-des-betriebs-holzverarbeitung-hobelwerk,Hobelwerk,Officina di piallatura
taetigkeit-des-betriebs-holzverarbeitung-saegewerk,Sägewerk,Segheria
taetigkeit-des-betriebs-holzverarbeitung-schreinerei,Schreinerei,Falegnameria
taetigkeit-des-betriebs-kunststoffverarbeitung-andere,Andere,Altro
taetigkeit-des-betriebs-kunststoffverarbeitung-kunststoffe-und-gummiwaren,Anlage zur Herstellung von Kunststoffen und Gummiwaren,Impianto per la produzione di materiali sintetici e articoli in gomma
taetigkeit-des-betriebs-kunststoffverarbeitung-pulverbeschichtung,Pulverbeschichtung,Verniciatura a polvere
taetigkeit-des-betriebs-kunststoffverarbeitung-spritzgusswerk,Spritzgusswerk,Officina di stampaggio a iniezione
taetigkeit-des-betriebs-metall-maschinenindustrie-andere,Andere,Altro
taetigkeit-des-betriebs-metall-maschinenindustrie-galvanikbetrieb,Galvanikbetrieb,Impianto di galvanizzazione
taetigkeit-des-betriebs-metall-maschinenindustrie-giesserei,Giesserei,Fonderia
taetigkeit-des-betriebs-metall-maschinenindustrie-schlosserei,Schlosserei,Officina di fabbro
taetigkeit-des-betriebs-metall-maschinenindustrie-verzinkerei,Verzinkerei,Officina di zincatura
taetigkeit-des-betriebs-nahrungsmittelindustrie-andere,Andere,Altro
taetigkeit-des-betriebs-nahrungsmittelindustrie-hersetllung-von-futtermitteln,Herstellung von Futtermitteln,Produzione di alimenti per animali
taetigkeit-des-betriebs-nahrungsmittelindustrie-herstellung-von-nahrungsmitteln,Herstellung von Nahrungsmitteln,Produzione di prodotti alimentari
tankraum-auskleidung-beschichtung,Beschichtung,Rivestimento
tankraum-auskleidung-laminat,Laminat,Laminato
tankraum-auskleidung-ohne-auskleidung,ohne Auskleidung,Senza manto
tankraum-auskleidung-tankraumfolie,Tankraumfolie,Rivestimento per cisterne
temparaturklasse-ableitung-der-abgase-t080,T080 (≤ 80 °C),T080 (≤ 80 °C)
temparaturklasse-ableitung-der-abgase-t100,T100 (≤ 100 °C),T100 (≤ 100 °C)
temparaturklasse-ableitung-der-abgase-t120,T120 (≤ 120 °C),T120 (≤ 120 °C)
temparaturklasse-ableitung-der-abgase-t140,T140 (≤ 140 °C),T140 (≤ 140 °C)
temparaturklasse-ableitung-der-abgase-t160,T160 (≤ 160 °C),T160 (≤ 160 °C)
temparaturklasse-ableitung-der-abgase-t200,T200 (≤ 200 °C),T200 (≤ 200 °C)
temparaturklasse-ableitung-der-abgase-t250,T250 (≤ 250 °C),T250 (≤ 250 °C)
temparaturklasse-ableitung-der-abgase-t300,T300 (≤ 300 °C),T300 (≤ 300 °C)
temparaturklasse-ableitung-der-abgase-t400,T400 (≤ 400 °C),T400 (≤ 400 °C)
temparaturklasse-ableitung-der-abgase-t450,T450  (≤ 450 °C),T450  (≤ 450 °C)
temparaturklasse-ableitung-der-abgase-t600,T600 (≤ 600 °C),T600 (≤ 600 °C)
terrainveraenderungen-hecken-ja,Ja,sì
terrainveraenderungen-hecken-nein,Nein,no
tragbarkeitsberechnung-ja,Tragbarkeitsberechnungs- und Finanzierungsnachweis (berechnet vom Plantahof),Prova del calcolo della sostenibilità e del finanziamento (calcolo effettuato dal Plantahof)
tragwerk-anderes,Anderes,Altro
tragwerk-holzbau,Holzbau,Costruzione in legno
tragwerk-mauerwerk,Mauerwerk/Beton,Muratura/calcestruzzo
treppen-brennbar,Brennbar,infiammabile
treppenform-geradlaeufig,Geradläufig,Diritta
treppenform-gewunden,Gewunden,Curva
treppen-nicht-brennbar,Nicht brennbar,non infiammabile
triage-brandschutz-anlage,Neubau oder Ersatz von wärmetechnischen Anlagen,
triage-brandschutz-gebaeude,"Neubau / Anbau / Umbau / Ausbau / Umnutzung von Gebäude oder Gebäudeteilen (inkl. Lufttechnische Anlagen, Beförderungsanlagen, technische Brandschutzeinrichtungen)","Nuova costruzione / costruzione annessa / trasformazione / ampliamento / destinazione ad altro scopo di edifici o parti di essi (incl. impianti tecnici di ventilazione, impianti di trasporto, dispositivi tecnici di protezione antincendio)"
triage-brandschutz-keine-zusatzbewilligung,Gemäss Brandschutzgesetz Art. 7 ist keine feuerpolizeiliche Zusatzbewilligung nötig,Conformemente all'art. 7 della legge sulla protezione antincendio non è necessario un permesso di polizia del fuoco
tuere-ableitung-der-abgase-bestehend,bestehend,esistente
tuere-ableitung-der-abgase-ei-30,EI 30,EI 30
tuere-ableitung-der-abgase-neu,neu,nuovo
tuere-bestehend,Bestehend,esistente
tuere-ei-30,Neu EI 30,Nuovo EI 30
tuere-neu,Neu,Nuovo
turbulenzen-in-der-erdwaermesonde-laminar,Laminar,Moto laminare
turbulenzen-in-der-erdwaermesonde-turbulent,Turbulent,Moto turbolento
typ-abgaskatalysator-3-wege-kat,3-Wege-Kat.,Cat. a 3 vie
typ-abgaskatalysator-oxi-kat,Oxi-Kat.,Cat. oss.
typ-abgaskatalysator-scr-kat,SCR-Kat.,Cat. SCR
