id,label,info_text,placeholder,static_content,hint_text
gesamte-verkaufsflaeche-m,Verkaufsgeschäfte: Gesamte Verkaufsfläche (m²),Negozi di vendita: superficie di vendita complessiva (m²),,,
gesamtflaeche-der-anlage,Gesamtfläche der Anlage (m²),Superficie complessiva dell'impianto (m²),,,
gesamtleistung-der-anlage,Gesamtleistung der Anlage (kWp),Potenza totale dell'impianto (kWp),,,
gesamtvolumen-grube,Gesamtvolumen Grube,Volume complessivo fossa,,,
gesamtvolumen-oberflaechengewaesser,Gesamtvolumen Oberflächengewässer,Volume complessivo acque di superficie,,,
gesamtvolumgen-steinbruch,Gesamtvolumgen Steinbruch,Volume complessivo cava,,,
geschosszahl-ueber-terrain,Geschosszahl über Terrain,Numero di piani in superficie,,,
geschosszahl-unter-terrain,Geschosszahl unter Terrain,Numero di piani interrati,,,
gesetzliche-vorgaben,Gesetzliche Vorgaben,"Presupposti legali",,"---
#### Bundesrecht - Gesetzliche Vorgaben für baubewilligungsbefreite Solaranlagen
(Artikel 32a Raumplanungsverordnung RPV)",
position-ausbildungsnachweis,Position,Posizione,,,
gesuchsbegruendung,Gesuchsbegründung,Motivazione della domanda,,,
gesuchsunterlagen-vollstaendig,Gesuchsunterlagen vollständig,Documentazione di domanda completa?,,,
gewaessername,Gewässername,Nome del corpo d'acqua,,,
gewaesserschutzbereich,Gewässerschutzbereich,Settore di protezione delle acque,,,
gewaesserschutzbereich-bemerkungen,Bemerkungen,Osservazioni,,,
gewaesserschutzbereich-titel,Gewässerschutzbereich Titel,Settore di protezione delle acque titolo,,### Gesuch für Bohrungen und Eingriffe in besonders gefährdeten Gewässerschutzbereichen Aᵤ,
gewerbebaute-beschreibung,Beschreibung,Descrizione,,,
gewerbefilter-aus-metall,Gewerbefilter aus Metall?,Filtro commerciale di metallo?,,,
gewinnung-von-kies,Materialgewinnung,Estrazione di materiali,,,
gewinnung-von-kies-titel,Gewinnung von Kies Titel,Estrazione di ghiaia titolo,,"### Gewinnung von Kies, Sand und anderem Material",
gleiche-reklamen,"Werden mehrere, inhaltlich identische und gleich grosse Reklamen installiert? Wenn ja, wieviele?","Vengono installati più dispositivi pubblicitari identici per contenuto e dimensione? Se sì, quante?",,,
groesse-der-reklame-cm,Grösse der Reklame (Breite - Höhe - Durchmesser in cm),Dimensione del dispositivo pubblicitario (larghezza - altezza - diametro in cm),,,
grossviehstall-andere,Beschreibung,Descrizione,,,
grundflaeche-m,Parking: Brandabschnittsfläche (m²),Parcheggio: superficie del compartimento tagliafuoco (m²),,,
grundwasserentnahme-brauchwasser,Grundwasserentnahme Brauchwasser,Prelievo di acque sotterranee per uso come acqua non potabile,,,
grundwasserentnahme-brauchwasser-titel,Grundwasserentnahme Brauchwasser Titel,Prelievo di acque sotterranee per uso come acqua non potabile titolo,,### Grundwasserentnahme für die Nutzung als Brauchwasser,
grundwasserschutzzone,Grundwasserschutzzone,Zona di protezione delle acque sotterranee,,,
hersteller-des-tanks,Hersteller des Tanks,Produttore del serbatoio,,,
guellebehaelter-beschreibung-material,Beschreibung Material,Descrizione del materiale,,,
guellelager-bemerkungen-2,Bemerkungen,Osservazioni,,,
guellelager-beschreibung-material,Beschreibung Material,Descrizione del materiale,,,
guellelager-breite,Breite (m),Larghezza (m),,,
guellelager-hoehe,Höhe / Tiefe (m),Altezza / profondità (m),,,
guellelager-laenge,Länge (m),Lunghezza (m),,,
guellelager-neubau-oder-erweiterung,Handelt es sich um einen Neubau oder eine Erweiterung / Umbau einer bestehenden Baute?,Si tratta di una nuova costruzione oppure di un ampliamento / una trasformazione di un edificio esistente?,,,
guellelager-nutzvolumen,Wie gross ist das Nutzvolumen? (m³),A quanto ammonta il volume utile? (m³),,,
guellelager-titel,Güllelager Titel,"Serbatoio per il colaticcio titolo",,"---
#### Güllelager",
gva-nummer,GVA-Nummer,Numero AF,,,
gwr,Gebäude- und Wohnungsregister,Registro federale degli edifici e delle abitazioni,,,
gwr-gebaeudevolumen,Gebäudevolumen nach SIA-416 (m³),Volume dell'edificio secondo SIA 416 (m³),,,
gwr-titel,GWR Titel,REA titolo,,### Gebäude- und Wohnungsregister,
haben-sie-in-ihrem-betrieb-eine-tankstelle,Haben Sie in Ihrem Betrieb eine Tankstelle?,Nella sua azienda ha una stazione di rifornimento?,,,
haeufigkeit,Häufigkeit,Frequenza,,,
haeusliches-abwasser-in-guellegrube,Wird das häusliche Abwasser in die Güllegrube geleitet?,Le acque di scarico domestiche vengono convogliate nella fossa per il colaticcio?,,,
holz-in-form-von,Naturbelassenes Holz in Form von,Legno allo stato naturale sotto forma di,,,
handelt-es-sich-um-einen-subventionierten-stall,Handelt es sich um einen subventionierten Stall?,Si tratta di una stalla sovvenzionata?,,,
handfeuerloescher-standorte,Handfeuerlöscher Standorte,Estintori portatili ubicazioni,,,
handfeuerloescher-stueck,Handfeuerlöscher (Stück),Estintori portatili (numero),,,
haustechnische-anlagen-brandschutz,Ist das Bauvorhaben feuerpolizeilich bewilligungspflichtig?,"Il progetto di costruzione è soggetto al permesso di polizia del fuoco?",,,
hecken-feldgehoelze-und-ufervegetation,Entfernung von Ufervegetation / Hecken,Rimozione di vegetazione riparia/siepi,,,
hecken-feldgehoelze-und-ufervegetation-titel,"Hecken, Feldgehölze und Ufervegetation Titel","Siepi, boschetti campestri e vegetazione riparia titolo",,### Entferunung von Hecken / Feldgehölzen oder Ufervegetation,
heizleistung-waermepumpe-verdampfer,Heizleistung Wärmepumpe/ Verdampfer (kW),"Potenza termica pompa termica / evaporatore (kW)",,,nach SN EN 14511-1 B0W35
heizleistung-waermepumpeverdampfer,Heizleistung Wärmepumpe/Verdampfer (kW),Potenza termica pompa termica / evaporatore (kW),,,nach SN EN 14511-1 B0W35
heizraumzugang-direkt-vom-freien,Heizraumzugang direkt vom Freien,Accesso al locale riscaldamento direttamente dall'esterno,,,"Zwingend bei Leistung über 600 kW im 2.UG, bzw. über 1200 kW im 1.UG oder EG"
herkunft-material-gemeinde,Gemeinde,Comune,,,
herkunft-material-ortsbezeichnung-parzelle,Ortsbezeichnung / Parzelle,Toponimo / particella,,,
herkunft-material-strasse,Strasse,Via,,,
herkunft-material-titel,Herkunft Material Titel,Provenienza del materiale titolo,,"---
#### Herkunft des Boden- oder Untergrundmaterials",
herkunft-material-weshalb-faellt-boden-oder-untergrundmaterial-an,Weshalb fällt Boden- oder Untergrundmaterial an?,Per quale motivo risulta suolo o materiale del sottosuolo?,,,
hinweis-abmessung,Hinweis Abmessung,Nota dimensioni,,Für Schnitzel- und Spänelager Entleerungsöffnung ins Freie: Abmessung,
hinweis-auflistung,Hinweis Auflistung,Nota elenco,,"*Hinweis:* Bitte beachten Sie, dass die folgende Auflistung nicht vollständig ist. Konsultieren Sie das Baugesetz ihrer Gemeinde.",
hinweis-bafu-richtlinie,Hinweis BAFU-Richtlinie,Nota direttiva UFAM,,Aufbereitung der Recyclingprodukte gem. BAFU-Richtlinie für die Verwertung mineralischer Bauabfälle:,
hinweis-baugesuch-noetig,Hinweis Baugesuch nötig,Nota domanda di costruzione necessaria,,"**BITTE BEACHTEN** Die Voraussetzungen für die Befreiung von der Baubewilligungspflicht sind voraussichtlich nicht erfüllt. Es ist Ihnen freigestellt die geplante Solaranlage trotzdem vorerst der Gemeinde mit dem Formular ""Solaranlage"" zu melden. Wir möchten Sie darauf hinweisen, dass ein allfälliger Verfahrenswechsel mit einem zusätzlichen Zeitverlust verbunden ist.

Um einen unnötigen Zeitverlust zu vermeiden, empfehlen wir Ihnen, das Formular ""Baugesuch"" zu verwenden und ein Baugesuch einzureichen.",
hinweis-betriebsjahr,Hinweis Betriebsjahr,Nota anno di esercizio,,"Die Angaben sollten sich auf das letze Betriebsjahr beziehen. Wurde ihr Betrieb erst eröffnet, geben Sie die zu erwartenden Verbrauchszahlen für das erste Betriebsjahr an.",
hinweis-betriebsstunden,Hinweis Betriebsstunden,Nota ore in servizio,,Die Betriebsstunden und Anzahl Starts sind nachzuweisen. Folgende Parameter sind ablesbar:,
hinweis-betriebsstunden-holzfeuerung,Hinweis Betriebsstunden,Nota ore in servizio,,Die Betriebsstunden und Anzahl Starts sind nachzuweisen. Folgende Parameter sind ablesbar:,
hinweis-betriebsstunden-rauchgasbehandlung,Hinweis Betriebsstunden Rauchgasbehandlung,Nota ore in servizio trattamento del gas di combustione,,"Die Betriebsstunden, Störungen und Bypassbetrieb sind nachzuweisen. Folgende Parameter sind ablesbar:",
hinweis-betriebsstunden-und-anzahl-starts,Hinweis Betriebsstunden und Anzahl Starts,Nota ore in servizio e numero di accensioni,,Die Betriebsstunden und Anzahl Starts sind nachzuweisen. Folgende Parameter sind ablesbar:,
hinweis-denkmalpflege,Hinweis Denkmalpflege,Nota Servizio monumenti,,"Es wird empfohlen, [die Bauberaterin / den Bauberater der kantonalen Denkmalpflege](https://www.gr.ch/DE/institutionen/verwaltung/ekud/afk/dpg/bereiche/bauberatung/Seiten/Bauberatung.aspx) zu kontaktieren. Kantonale oder nationale Schutzeinträge sind im Grundbuch eingetragen. Bei Umbauten oder Veränderungen ist eine Zusatzbewilligung der Denkmalpflege erforderlich.",
hinweis-denkmalschutz,Hinweis Denkmalschutz,Nota protezione dei monumenti,,**Archäologie und Denkmalpflege:** Bitte nehmen Sie mit [der zuständigen Bauberaterin / dem zuständigen Bauberater](https://www.gr.ch/DE/institutionen/verwaltung/ekud/afk/dpg/DPGDokumentAblage/bauberatung_gebietszuteilung_d.pdf) Kontakt auf.,
hinweis-erfassung-solaranlage,Hinweis Erfassung Solaranlage unter Gebäudetechnik,Nota registrazione impianto solare alla voce impiantistica,,"*Bitte erfassen Sie die geplante Solaranlage mit der Tabelle ""Gebäudetechnik""*",
hinweis-erweiterung-guellelager,Hinweis Erweiterung Güllelager,Nota ampliamento serbatoio per il colaticcio,,Bei Erweiterungen/Umbauten bestehender Bauten bitte Skizze mit dem Standort des bestehenden Güllelagers beilegen.,
hydrologische-begleitung,Hydrologische Begleitung,Accompagnamento idrogeologico,,,
hydrologische-begleitung-brauchwasser,Hydrologische Begleitung,Accompagnamento idrogeologico,,,
hinweis-hindernisfreies-bauen,Hinweis Hindernisfreies Bauen,"Nota costruzione senza ostacoli",,Es sind die Empfehlungen der SIA 500 zu berücksichtigen.,
hinweis-kesselauswechslungen,Hinweis Kesselauswechslungen,Nota sostituzioni di caldaie,,Bei Kesselauswechslungen sowie wesentlichen baulichen Veränderungen im Heizraum muss die Türe vom Heizraum zu angrenzenden Nutzungen dem Feuerwiderstand EI 30 entsprechen.,
hinweis-laermvorbelastetes-gebiet,Hinweis Lärmvorbelastetes Gebiet,Nota zona già esposta ai rumori,,"**Bitte beachten:** Werden in lärmbelasteten Gebieten entlang von z.B. Strasse, Eisenbahn, Schiessanlage usw. lärmempflindliche Räume durch Errichtung oder Umnutzung geschaffen oder wesentliche Änderungen an Gebäuden mit lärmempfindlichen Räumen vorgenommen, ist ein Lärmschutznachweis nach Art. 31 Abs. 1 der eidg. Lärmschutz-Verordnung (LSV) einzureichen.",
hinweis-lufthygienisch-relevante-stoffe,Hinweis lufthygienisch relevante Stoffe,Nota sostanze rilevanti per l'igiene dell'aria,,Für die Stoffbilanz dieser Anlage benötigen wir die Angabe von allen im Bereich dieser Anlage eingesetzten lufthygienisch relevanten Stoffen,
hinweis-luft-wasser-waermepumpe,Hinweis Luft-/Wasser Wärmepumpe,Nota pompa termica aria/acqua,,"Der ""Lärmschutznachweis für Luft / Wasser-Wärmepumpen"" ist durch den Planer der Wärmepumpe auszufüllen und dem Gesuch beizulegen. Sie finden das Formular z.B. [hier](https://www.cerclebruit.ch/enforcement/6/621WP-Deklarations-Formular.xls).",
hinweis-maengel,Hinweis Mängel,Nota lacune,,"Bitte beachten Sie, dass die Bauabnahme nicht abgeschlossen werden sollte, solange noch Mängel zu beheben sind.",
hinweis-mehrere-motoren,Hinweis mehrere Motoren,Nota più motori,,Bei mehreren baugleichen Motoren: Anzahl und Motoren Nr. (z.B. 3 / m1-M3),
hinweis-nachforderung,Hinweis Nachforderung,Nota richiesta di precisazioni,,Nach Abschluss der vorläufigen Prüfung können Nachforderungen an die Gesuchstellenden ausgelöst werden.,
hinweis-oekonomiebauten,Hinweis Ökonomiebauten,Nota edifici a scopo di sfruttamento agricolo,,"Für Ökonomiebauten ist dem Gesuch beizulegen:

- Raumprogramm und Betriebskonzept
- Berechnung der Mindestabstände gemäss [FAT-Bericht Nr. 476/95](https://www.blw.admin.ch/dam/blw/de/dokumente/Nachhaltige%20Produktion/Umwelt/Luft/Mindestabst%C3%A4nde%20von%20Tierhaltungsanlagen.pdf.download.pdf/Mindestabst%C3%A4nde%20von%20Tierhaltungsanlagen.pdf)",
hinweistext-dokumente,Hinweistext Dokumente,Nota documenti,,Hinweise für eine gute Plandarstellung finden Sie in der [Zeichenhilfe für Baugesuche](https://www.gr.ch/DE/institutionen/verwaltung/dvs/are/BAB/Zeichenhilfe%20Baugesuche_web.pdf).,
inbetriebnahme,Inbetriebnahme (Monat / Jahr),Messa in funzione (mese / anno),,,
inbetriebnahme-geplant,Inbetriebnahme geplant,Messa in funzione prevista,,,
dokumente-platzhalter,Dokumente Platzhalter,Segnaposto documenti,,,
hinweis-vorabklaerungspflicht,Hinweis Vorabklärungspflicht,Nota chiarimento in via preliminare,,"Bauvorhaben an Kantons- oder Nationalstrassen sind vorabklärungspflichtig (vgl. Art. 52 Abs. 2 der kantonalen Raumplanungsverordnung [KRVO]). Die Vorabklärung hat vor der Baueingabe zu erfolgen. Bitte informieren Sie sich auf der Homepage des Tiefbauamtes:

* [Strassenreklamen - Bauen in Strassennähe (gr.ch)](https://www.gr.ch/DE/institutionen/verwaltung/diem/tba/Strassennetz/Bauen-in-Strassennaehe/Seiten/Strassenreklamen.aspx)
* [Näherbauten und Zufahrten (gr.ch)](https://www.gr.ch/DE/institutionen/verwaltung/diem/tba/Strassennetz/Bauen-in-Strassennaehe/Seiten/N%C3%A4herbauten-und-Zufahrten.aspx)
* [Leitungen (gr.ch)](https://www.gr.ch/DE/institutionen/verwaltung/diem/tba/Strassennetz/Bauen-in-Strassennaehe/Leitungen/Seiten/Leitungen.aspx)

Bitte beachten Sie, dass der Vorabklärungsbericht des Tiefbauamtes bei der Einreichung des Baugesuches vorliegen muss.",
hinweis-vorpruefung-gvg,Hinweis Vorprüfung GVG,Nota esame preliminare AFG,,**Bitte beachten:** Bei Gefahrenzonen ist dem Gesuch ein [Vorprüfungsentscheid der Gebäudeversicherung Graubünden](https://gvg.gr.ch/gvg-elementarschadenpraevention-bauberatung-in-gefahrenzonen) beizulegen.,
hinweis-waldabstandsbereich,Hinweis Waldabstandsbereich,Nota fascia di arretramento dal bosco,,"Es ist frühzeitig Kontakt mit der zuständigen Waldregion des Amtes
für Wald und Naturgefahren aufzunehmen. Siehe [Auskunftspersonen Amt für Wald und Naturgefahren](https://www.gr.ch/DE/institutionen/verwaltung/diem/awn/ueberuns/ansprechpartner/Seiten/1_1_Auskunftspersonen.aspx).",
hinweis-zustaendigkeit,Hinweis Zuständigkeit,Nota competenza,,Bei fachlichen Fragen zum Baugesuch wenden Sie sich bitte an die zuständige kommunale Baubehörde.,
hinweis-zustaendigkeit-amz,Hinweis Zuständigkeit AMZ,Nota competenza UMPC,,"Für dieses Fachthema ist das Amt für Militär und Zivilschutz (AMZ) zuständig.<br>
Email: info@amz.gr.ch Telefon: 081 257 35 35",
hinweis-zustaendigkeit-anu,Hinweis Zuständigkeit ANU,Nota competenza UNA,,"Für dieses Fachthema ist das Amt für Natur und Umwelt (ANU) zuständig.<br>
Email: info@anu.gr.ch Telefon: 081 257 29 46",
hinweis-zustaendigkeit-bab,Hinweis Zuständigkeit,Nota competenza,,"Für dieses Fachthema ist das Amt für Raumentwicklung Graubünden (ARE) zuständig.<br>
Email: info@are.gr.ch Telefon: 081 257 23 23",
hinweis-zustaendigkeit-betriebsleiterwohnhaus,Hinweis Zuständigkeit Betriebsleiterwohnhaus,Nota competenza abitazione del gestore dell'azienda titolo,,"Für dieses Fachthema ist das Amt für Landwirtschaft und Geoinformation (ALG) zuständig.<br>
Email: info@alg.gr.ch Telefon: 081 257 24 32",
hinweis-zustaendigkeit-gvg,Hinweis Zuständigkeit GVG,Nota competenza AFG,,"Für dieses Fachthema ist die Gebäudeversicherung Graubünden (GVG) zuständig.<br>
Email: brandschutz@gvg.gr.ch Telefon: 081 258 90 50",
hoehe,Höhe (mm),Altezza (mm),,,
holzabfaelle-altholz,Holzabfälle in Form von Altholz,Rifiuti di legno sotto forma di legno usato,,,
holzfeuereung,Holzfeuereung,Riscaldamento a legna,,,
holzfeuerung-titel,Holzfeuerung Titel,Riscaldamento a legna titolo,,"---
#### Holzfeuerung",
inbetriebnahme-geplant-jahr,Inbetriebnahme geplant (Jahr),Messa in funzione prevista (anno),,,
inbetriebnahme-holzfeuerung,Inbetriebnahme,Messa in funzione,,,Monat / Jahr
industrie-und-gewerbeabwasser,Industrie- und Gewerbeabwasser,Acque di scarico industriali e artigianali,,,
industrie-und-gewerbeabwasser-titel,Industrie- und Gewerbeabwasser Titel,Acque di scarico industriali e artigianali titolo,,"### Ableitung von Industrie- und Gewerbeabwasser

Die Ableitung von Industrie- und Gewerbeabwasser ist bewilligungspflichtig.

Für dieses Fachthema ist das Amt für Natur und Umwelt (ANU) zuständig.  
Email: [info@anu.gr.ch](mailto:info@anu.gr.ch) Telefon: 081 257 29 46",
info-aib,Info AIB,Info UVI,,"**Bitte beachten:** nach Art. 4 Abs. 1 und 2 des Gesetzes über die amtlichen Immobilienbewertungen (IBG) haben Gemeinden das AIB über Bauabnahmen zu informieren.
<style>[data-question-slug=""info-aib""], [data-question-slug=""info-aib""] p { margin-bottom: 0 !important;}</style>",
informationen-zur-solaranlage-titel,Informationen zur Solaranlage Titel,Informazioni relative all'impianto solare titolo,,#### Informationen zur Solaranlage,
inhalt-lagermenge,"Inhalt / Lagermenge (l, m³, oder kg)","Capacità/quantitativo stoccato (l, m³ o kg)",,,
innenwaende,Innenwände,Pareti interne,,,
in-prozesskontrolle,Erfolgt eine In-Prozesskontrolle,Viene effettuato un controllo del processo in corso?,,,
in-prozesskontrolle-art-der-kontrolle,Art der Kontrolle,Tipo di controllo,,,
in-prozesskontrolle-haeufigkeit,Häufigkeit,Frequenza,,,
in-prozesskontrolle-verfahren-geraet,Verfahren / Gerät,Procedura / dispositivo,,,
installation-flachdach,Wird die Anlage auf einem Flachdach installiert?,L'impianto viene installato su un tetto piano?,,,
installation-zur-rauchgasbehandlung-titel,Installation zur Rauchgasbehandlung Titel,Dispositivi per il trattamento del gas di combustione titolo,,"----
### Installation zur Rauchgasbehandlung",
installierte-pumpenleistung,Installierte Pumpenleistung (l/min),Potenza installata pompa (l/min),,,
installierte-pumpenleistung-brauchwasser,Installierte Pumpenleistung (l/min),Potenza installata pompa (l/min),,,
integriert-elektrofilter,Elektrofilter integriert?,Elettrofiltro integrato?,,,
integriert-zyklonabscheider,Zyklonabscheider integriert?,Filtro a ciclone integrato?,,,
invasive-neophyten,"Befinden sich invasive Neophyten beim Standort, von welchem Material abgeführt wird?",Nell'ubicazione in cui si trova il materiale da rimuovere sono presenti neofite invasive?,,,
invasive-neophyten-hecken,Sind invasive Neophyten vorhanden?,Sono presenti neofite invasive?,,,
isos,Liegt die geplante Anlage in einem schützenswerten Ortsbild (ISOS Erhaltungsziel A)?,"L'impianto previsto si trova in un sito caratteristico da proteggere (ISOS obiettivo di salvaguardia A)?",,,
ist-ein-gewaesser-betroffen,Ist ein Gewässer betroffen?,È interessato un corpo d'acqua?,,,
ist-ein-warmwasseranschluss-geplant,Ist ein Warmwasseranschluss geplant?,È previsto un allacciamento all'acqua calda?,,,
jahreslaufzeit-der-waermepumpe,Jahreslaufzeit der Wärmepumpe (h),Ore annuali di esercizio della pompa termica (h),,,
jahresverbrauch-umschlag,Jahresverbrauch/Umschlag (Liter),Consumo annuale/trasbordo (litri),,,
kaelteleistung-waermepumpeverdampfer,Kälteleistung Wärmepumpe/Verdampfer (kW),Capacità di raffreddamento pompa termica/evaporatore (kW),,,nach SN EN 14511-1 B0W35
kaeltemittel,Kältemittel,Refrigerante,R-,,
kaeltemittel-waermepumpe,Kältemittel,Refrigerante,"z.B. R407C, R410A",,
kaminanlage-feuerungsanlagen-titel,Kaminanlage Titel,Camino titolo,,"----
### Kaminanlage",
kaminanlage-titel,Kaminanlage Titel,Camino titolo,,"----
### Kaminanlage",
kamin-bild,Kamin Bild,Camino immagine,,![Plan Kamin](/assets/images/kamin.png),
kaminhoehe-ab-boden,Kaminhöhe ab Boden (a) (m),Altezza del camino da terra (a) (m),,,Höhenkote im Plan ersichtlich
kaminhoehe-ab-boden-feuerungsanlagen,Kaminhöhe ab Boden (a) (m),Altezza del camino da terra (a) (m),,,Höhenkote im Plan ersichtlich
kaminhoehe-ueber-giebel,Kaminhöhe über Giebel (b) (m),Altezza del camino dal colmo del tetto (b) (m),,,Oder dem Emissionsniveau im Einwirkungskreis
lageranlagen-titel,Lageranlagen Titel,Impianto di deposito titolo,,### Lageranlagen mit wassergefährdenden Flüssigkeiten,
kaminhoehe-ueber-giebel-feuerungsanlagen,Kaminhöhe über Giebel (b) (m),Altezza del camino dal colmo del tetto (b) (m),,,Oder dem Emissionsniveau im Einwirkungskreis
kantonsstrassen,Bauvorhaben an Kantonsstrassen oder Strassenreklamen an National- oder Kantonsstrassen,Progetto di costruzione lungo strade cantonali o pubblicità stradali lungo strade nazionali o cantonali,,,
kein-mistwasser-ueber-die-offene-seite-der-mistplatte,"Wie wird dafür gesorgt, dass kein Mistwasser über die offene Seite der Mistplatte (Bedienungsseite) in die Umgebung abfliesst?",Come si garantisce che non si verifichi un deflusso di percolato dal lato aperto della piattaforma del letame (lato di accesso) nell'ambiente circostante?,,,
kesselfabrikat-marke,Kesselfabrikat / Marke,Modello di caldaia/marchio,,,
kesselfabrikat-marke-holzfeuerung,Kesselfabrikat / Marke,Modello di caldaia/marchio,,,
kesselnennleistung,Kesselnennleistung (kWNLW),Potenza nominale della caldaia (kWPNW),,,
kesselnennleistung-holzfeuerung,Kesselnennleistung (kWNLW),Potenza nominale della caldaia (kWPNW),,,
kleinviehstall-andere,Beschreibung,Descrizione,,,
kocheinrichtung,Kocheinrichtung,"Fornelli",,,
kohlenmonoxid,Kohlenmonoxid (CO) (mg/m³),Monossido di carbonio (CO) (mg/m³),,,
kohlenmonoxid-bhkw,Kohlenmonoxid (CO) (mg/m³),Monossido di carbonio (CO) (mg/m³),,,
kompakte-flaeche,"Wird die Anlage kompakt angeordnet? (die Unterteilung der Anlage in mehrere Flächen aufgrund von technischen Hindernissen wie Abluftrohre, Dachfenster und dgl. sind zulässig)","L'impianto sarà organizzato in modo compatto? (è ammesso suddividere l'impianto su diverse superfici a seguito di ostacoli tecnici come tubi dell'aria di scarico, abbaini e simili)",,,
komplexe-erdwaermesonden,Komplexe Erdwärmesonden,Sonde geotermiche complesse,,,
komplexe-erdwaermesonden-anlage,Handelt es sich um eine komplexe Erdwärmesonden-Anlage nach SIA 384/6?,"Si tratta di sonde geotermiche complesse conformemente a SIA 384/6?",,,
komplexe-erdwaermesonden-titel,Komplexe Erdwärmesonden Titel,Sonde geotermiche complesse titolo,,### Dimensionierungsnachweis von komplexen Erdwärmesonden-Anlagen nach SIA 384/6,
kontakt-ew-erfolgt,Kontakt EW erfolgt,Contatto con AE avvenuto,,,
lagergut,Lagergut,Sostanza depositata,,,
kontrolle-der-prozesse-titel,Kontrolle der Prozesse Titel,Controllo dei processi titolo,,"---
#### Kontrolle der Prozesse",
korrosionsschutz,Korrosionsschutz,Protezione contro la corrosione,,,
kosten-pro-m3,Kosten pro m³ (Fr.),Costi al m³ (fr.),,,
kuenftige-nutzung,Künftige Nutzung,Utilizzo futuro,,,
kulturobjekt,Ist ein Kulturobjekt betroffen (Montage auf dem Dach eines Kulturobjekts)?,"È interessato un oggetto culturale (montaggio sul tetto di un oggetto culturale)?",,,
laenge,Länge (mm),Lunghezza (mm),,,
laenge-der-ersatzpflanzung,Länge der Ersatzpflanzung (m),Lunghezza della piantagione sostitutiva (m),,,
laenge-hecken,Länge (m),Lunghezza (m),,,
lage,Lage,"Ubicazione",,,
lage-abgasanlage,Lage,Ubicazione,,,
lage-des-vorhabens-korrekt,Lage des Vorhabens korrekt?,Ubicazione del progetto corretta?,,,
lagekoordinaten-nord,Lagekoordinaten - Nord,Coordinate planimetriche nord,,,
lagekoordinaten-ost,Lagekoordinaten - Ost,Coordinate planimetriche est,,,
lageranlagen-gewaesserschutzbereich,Gewässerschutzbereich,Settore di protezione delle acque,,,
lageranlagen-grundwasserschutzzone,Grundwasserschutzzone,Zona di protezione delle acque sotterranee,,,
lageranlagen-mit-wassergefaehrdenden-fluessigkeiten,Wassergefährdende Flüssigkeiten,Liquidi che costituiscono un pericolo per le acque,,,
lagergut-ableitung-der-abgase,Lagergut,Sostanza depositata,,,
landwirtschaftliches-vorhaben,Landwirtschaftliches Vorhaben,Progetto agricolo,,,
lastprofil-spezifische-sondenbelastung,Lastprofil: Spezifische Sondenbelastung (W/m),Profilo di carico: carico specifico della sonda (W/m),,,
lastvorgaben-genuegen,"Die Ausführung der Solaranlage und des Unterbaus genügen den Lastvorgaben der spezifischen Tragwerksnormen (SIA Norm 261), Richtlinien und Wegleitungen (VKF). Wobei mindestens Schnee- und Windeinwirkungen zu berücksichtigen sind.","L'esecuzione dell'impianto solare e della sottostruttura soddisfa le direttive sui carichi contenute nelle norme specifiche sulle strutture portanti (norma SIA 261), direttive e istruzioni (AICAA). Vanno considerati almeno gli effetti della neve e del vento.",,,
laufbreite-der-haupttreppe,Laufbreite der Haupttreppe (Treppe mit Fluchtwegfunktion) (m),Larghezza delle scale principali (scale con funzione di via di fuga) (m),,,
laufhof-bemerkungen,Bemerkungen,Osservazioni,,,
laufhof-in-guellegrube-entwaessert,Wird der Laufhof in die Güllegrube entwässert?,Le acque dell'area di esercizio vengono smaltite nella fossa per il colaticcio?,,,
laufhof-laenger-als-2-stunden,"Handelt es sich um einen Laufhof, welcher täglich länger als 2 Stunden genutzt wird?",Si tratta di un'area di esercizio usata per più di 2 ore al giorno?,,,
laufhof-titel,Laufhof Titel,Area di esercizio titolo,,"---
#### Laufhof / Auslauf",
leistung-elekrtisch,Leistung elektrisch (kWel / KVA),Potenza elettrica (kWel / kVA),,,
leistung-elektrisch,Leistung elektrisch (kWel / KVA),Potenza elettrica (kWel / kVA),,,
leistung-elektrisch-kva,Leistung elektrisch (kVA),Potenza elettrica (kVA),,,Einzel / Gesamt
leistung-elektrisch-kwel,Leistung elektrisch (kWel),Potenza elettrica (kWel),,,Einzel / Gesamt
leistungserklaerung-ableitung-der-abgase,Leistungserklärung (DOP-Nr.),Dichiarazione di prestazione (n. DOP),,,
leistung-thermisch-kwth,Leistung thermisch (kWth),Potenza termica (kWth),,,Einzel / Gesamt
letzter-umbau,Beschreibung des letzten Umbaus,Descrizione dell'ultima trasformazione,,,
luftwechselrate,Luftwechselrate (m³/h),Frequenza dei ricambi d'aria (m³/h),,,
magermotor-bhkw,Magermotor,Motore a combustione magra,,,
marke-fabrikat-bhwk,Marke / Fabrikat,Marchio / modello,,,Bei mehreren baugleichen Motoren: Anzahl und Motoren Nr. (z.B. 3 / m1-M3)
masse-guellegrube-titel,Masse der neuen Güllegrube Titel,Dimensioni della nuova fossa per il colaticcio titolo,,**Masse der neuen Güllegrube / des neuen Güllebehälters respektive Erweiterung**,
masse-titel,Masse Titel,Dimensioni titolo,,**Masse des neuen Mistlagers respektive Erweiterung**,
massnahmen,Massnahmen,Misure,,,
